date,reinfections_confirmed,reinfections_probable,total_reinfections,report_date,new_reinfections,newly_reported_reinf
2021-10-02,21,1,7114,2021-12-01,22,0
2021-10-03,22,10,7146,2021-12-01,32,0
2021-10-04,68,7,7221,2021-12-01,75,0
2021-10-05,48,5,7274,2021-12-01,53,0
2021-10-06,59,10,7343,2021-12-01,69,0
2021-10-07,45,7,7395,2021-12-01,52,0
2021-10-08,48,11,7454,2021-12-01,59,0
2021-10-09,24,2,7480,2021-12-01,26,0
2021-10-10,19,0,7499,2021-12-01,19,0
2021-10-11,43,12,7554,2021-12-01,55,0
2021-10-12,55,9,7618,2021-12-01,64,0
2021-10-13,49,8,7675,2021-12-01,57,0
2021-10-14,40,9,7724,2021-12-01,49,0
2021-10-15,34,6,7764,2021-12-01,40,0
2021-10-16,19,6,7789,2021-12-01,25,0
2021-10-17,12,4,7805,2021-12-01,16,0
2021-10-18,52,10,7867,2021-12-01,62,0
2021-10-19,44,4,7915,2021-12-01,48,0
2021-10-20,29,5,7949,2021-12-01,34,0
2021-10-21,42,9,8000,2021-12-01,51,0
2021-10-22,39,9,8048,2021-12-01,48,0
2021-10-23,16,2,8066,2021-12-01,18,0
2021-10-24,20,8,8094,2021-12-01,28,0
2021-10-25,38,10,8142,2021-12-01,48,0
2021-10-26,33,10,8185,2021-12-01,43,0
2021-10-27,48,11,8244,2021-12-01,59,0
2021-10-28,43,4,8291,2021-12-01,47,0
2021-10-29,34,17,8342,2021-12-01,51,0
2021-10-30,20,2,8364,2021-12-01,22,0
2021-10-31,17,3,8384,2021-12-01,20,0
2021-11-01,58,15,8457,2021-12-01,73,0
2021-11-02,54,15,8526,2021-12-01,69,0
2021-11-03,72,13,8611,2021-12-01,85,0
2021-11-04,61,7,8679,2021-12-01,68,0
2021-11-05,69,25,8773,2021-12-01,94,0
2021-11-06,30,11,8814,2021-12-01,41,0
2021-11-07,24,8,8846,2021-12-01,32,0
2021-11-08,107,22,8975,2021-12-01,129,0
2021-11-09,93,10,9078,2021-12-01,103,0
2021-11-10,67,19,9164,2021-12-01,86,0
2021-11-11,68,12,9244,2021-12-01,80,0
2021-11-12,72,16,9332,2021-12-01,88,0
2021-11-13,25,6,9363,2021-12-01,31,0
2021-11-14,28,11,9402,2021-12-01,39,0
2021-11-15,84,16,9502,2021-12-01,100,0
2021-11-16,92,16,9610,2021-12-01,108,0
2021-11-17,89,13,9712,2021-12-01,102,0
2021-11-18,70,13,9795,2021-12-01,83,3
2021-11-19,81,12,9888,2021-12-01,93,1
2021-11-20,35,7,9930,2021-12-01,42,0
2021-11-21,38,5,9973,2021-12-01,43,1
2021-11-22,73,30,10076,2021-12-01,103,0
2021-11-23,82,20,10178,2021-12-01,102,1
2021-11-24,72,12,10262,2021-12-01,84,5
2021-11-25,11,0,10273,2021-12-01,11,1
2021-11-26,56,10,10339,2021-12-01,66,18
2021-11-27,41,11,10391,2021-12-01,52,27
2021-11-28,23,7,10421,2021-12-01,30,26
2021-11-29,6,0,10427,2021-12-01,6,6
2020-06-29,1,0,1,2021-12-02,1,0
2020-06-30,0,0,1,2021-12-02,0,0
2020-07-01,0,0,1,2021-12-02,0,0
2020-07-02,0,0,1,2021-12-02,0,0
2020-07-03,0,0,1,2021-12-02,0,0
2020-07-04,0,0,1,2021-12-02,0,0
2020-07-05,0,0,1,2021-12-02,0,0
2020-07-06,0,0,1,2021-12-02,0,0
2020-07-07,0,0,1,2021-12-02,0,0
2020-07-08,0,0,1,2021-12-02,0,0
2020-07-09,0,0,1,2021-12-02,0,0
2020-07-10,2,0,3,2021-12-02,2,0
2020-07-11,0,0,3,2021-12-02,0,0
2020-07-12,0,0,3,2021-12-02,0,0
2020-07-13,0,0,3,2021-12-02,0,0
2020-07-14,1,0,4,2021-12-02,1,0
2020-07-15,1,0,5,2021-12-02,1,0
2020-07-16,0,0,5,2021-12-02,0,0
2020-07-17,1,0,6,2021-12-02,1,0
2020-07-18,1,0,7,2021-12-02,1,0
2020-07-19,0,0,7,2021-12-02,0,0
2020-07-20,0,0,7,2021-12-02,0,0
2020-07-21,1,0,8,2021-12-02,1,0
2020-07-22,2,0,10,2021-12-02,2,0
2020-07-23,1,0,11,2021-12-02,1,0
2020-07-24,0,0,11,2021-12-02,0,0
2020-07-25,2,0,13,2021-12-02,2,0
2020-07-26,0,0,13,2021-12-02,0,0
2020-07-27,2,0,15,2021-12-02,2,0
2020-07-28,2,0,17,2021-12-02,2,0
2020-07-29,0,0,17,2021-12-02,0,0
2020-07-30,2,0,19,2021-12-02,2,0
2020-07-31,0,0,19,2021-12-02,0,0
2020-08-01,2,0,21,2021-12-02,2,0
2020-08-02,0,0,21,2021-12-02,0,0
2020-08-03,3,0,24,2021-12-02,3,0
2020-08-04,2,0,26,2021-12-02,2,0
2020-08-05,5,0,31,2021-12-02,5,0
2020-08-06,1,0,32,2021-12-02,1,0
2020-08-07,2,0,34,2021-12-02,2,0
2020-08-08,1,0,35,2021-12-02,1,0
2020-08-09,1,0,36,2021-12-02,1,0
2020-08-10,2,0,38,2021-12-02,2,0
2020-08-11,1,0,39,2021-12-02,1,0
2020-08-12,7,0,46,2021-12-02,7,0
2020-08-13,4,0,50,2021-12-02,4,0
2020-08-14,1,0,51,2021-12-02,1,0
2020-08-15,0,0,51,2021-12-02,0,0
2020-08-16,1,0,52,2021-12-02,1,0
2020-08-17,7,0,59,2021-12-02,7,0
2020-08-18,2,0,61,2021-12-02,2,0
2020-08-19,5,0,66,2021-12-02,5,0
2020-08-20,4,0,70,2021-12-02,4,0
2020-08-21,8,0,78,2021-12-02,8,0
2020-08-22,5,0,83,2021-12-02,5,0
2020-08-23,1,0,84,2021-12-02,1,0
2020-08-24,3,0,87,2021-12-02,3,0
2020-08-25,3,0,90,2021-12-02,3,0
2020-08-26,1,0,91,2021-12-02,1,0
2020-08-27,2,0,93,2021-12-02,2,0
2020-08-28,3,0,96,2021-12-02,3,0
2020-08-29,2,0,98,2021-12-02,2,0
2020-08-30,0,0,98,2021-12-02,0,0
2020-08-31,3,0,101,2021-12-02,3,0
2020-09-01,3,0,104,2021-12-02,3,0
2020-09-02,5,0,109,2021-12-02,5,0
2020-09-03,6,0,115,2021-12-02,6,0
2020-09-04,3,0,118,2021-12-02,3,0
2020-09-05,0,0,118,2021-12-02,0,0
2020-09-06,0,0,118,2021-12-02,0,0
2020-09-07,1,0,119,2021-12-02,1,0
2020-09-08,2,0,121,2021-12-02,2,0
2020-09-09,7,0,128,2021-12-02,7,0
2020-09-10,1,0,129,2021-12-02,1,0
2020-09-11,4,0,133,2021-12-02,4,0
2020-09-12,1,0,134,2021-12-02,1,0
2020-09-13,0,0,134,2021-12-02,0,0
2020-09-14,1,0,135,2021-12-02,1,0
2020-09-15,5,0,140,2021-12-02,5,0
2020-09-16,3,0,143,2021-12-02,3,0
2020-09-17,4,0,147,2021-12-02,4,0
2020-09-18,6,0,153,2021-12-02,6,0
2020-09-19,3,0,156,2021-12-02,3,0
2020-09-20,1,0,157,2021-12-02,1,0
2020-09-21,2,1,160,2021-12-02,3,0
2020-09-22,3,0,163,2021-12-02,3,0
2020-09-23,7,0,170,2021-12-02,7,0
2020-09-24,2,0,172,2021-12-02,2,0
2020-09-25,6,0,178,2021-12-02,6,0
2020-09-26,3,0,181,2021-12-02,3,0
2020-09-27,0,0,181,2021-12-02,0,0
2020-09-28,7,2,190,2021-12-02,9,0
2020-09-29,8,0,198,2021-12-02,8,0
2020-09-30,7,0,205,2021-12-02,7,0
2020-10-01,5,0,210,2021-12-02,5,0
2020-10-02,4,0,214,2021-12-02,4,0
2020-10-03,2,0,216,2021-12-02,2,0
2020-10-04,3,0,219,2021-12-02,3,0
2020-10-05,2,1,222,2021-12-02,3,0
2020-10-06,6,0,228,2021-12-02,6,0
2020-10-07,6,0,234,2021-12-02,6,0
2020-10-08,6,0,240,2021-12-02,6,0
2020-10-09,4,0,244,2021-12-02,4,0
2020-10-10,1,0,245,2021-12-02,1,0
2020-10-11,4,0,249,2021-12-02,4,0
2020-10-12,4,0,253,2021-12-02,4,0
2020-10-13,4,0,257,2021-12-02,4,0
2020-10-14,6,0,263,2021-12-02,6,0
2020-10-15,9,0,272,2021-12-02,9,0
2020-10-16,10,0,282,2021-12-02,10,0
2020-10-17,5,0,287,2021-12-02,5,0
2020-10-18,1,0,288,2021-12-02,1,0
2020-10-19,10,0,298,2021-12-02,10,0
2020-10-20,9,0,307,2021-12-02,9,0
2020-10-21,5,0,312,2021-12-02,5,0
2020-10-22,9,0,321,2021-12-02,9,0
2020-10-23,10,0,331,2021-12-02,10,0
2020-10-24,4,0,335,2021-12-02,4,0
2020-10-25,1,0,336,2021-12-02,1,0
2020-10-26,7,1,344,2021-12-02,8,0
2020-10-27,10,0,354,2021-12-02,10,0
2020-10-28,8,0,362,2021-12-02,8,0
2020-10-29,7,0,369,2021-12-02,7,0
2020-10-30,7,0,376,2021-12-02,7,0
2020-10-31,2,0,378,2021-12-02,2,0
2020-11-01,1,0,379,2021-12-02,1,0
2020-11-02,14,0,393,2021-12-02,14,0
2020-11-03,14,0,407,2021-12-02,14,0
2020-11-04,9,0,416,2021-12-02,9,0
2020-11-05,13,0,429,2021-12-02,13,0
2020-11-06,16,1,446,2021-12-02,17,0
2020-11-07,13,0,459,2021-12-02,13,0
2020-11-08,6,0,465,2021-12-02,6,0
2020-11-09,23,0,488,2021-12-02,23,0
2020-11-10,22,0,510,2021-12-02,22,0
2020-11-11,8,0,518,2021-12-02,8,0
2020-11-12,15,0,533,2021-12-02,15,0
2020-11-13,13,0,546,2021-12-02,13,0
2020-11-14,7,0,553,2021-12-02,7,0
2020-11-15,4,0,557,2021-12-02,4,0
2020-11-16,10,1,568,2021-12-02,11,0
2020-11-17,15,0,583,2021-12-02,15,0
2020-11-18,13,1,597,2021-12-02,14,0
2020-11-19,9,0,606,2021-12-02,9,0
2020-11-20,11,1,618,2021-12-02,12,0
2020-11-21,3,0,621,2021-12-02,3,0
2020-11-22,5,0,626,2021-12-02,5,0
2020-11-23,19,0,645,2021-12-02,19,0
2020-11-24,19,1,665,2021-12-02,20,0
2020-11-25,11,0,676,2021-12-02,11,0
2020-11-26,3,0,679,2021-12-02,3,0
2020-11-27,9,0,688,2021-12-02,9,0
2020-11-28,7,0,695,2021-12-02,7,0
2020-11-29,12,0,707,2021-12-02,12,0
2020-11-30,17,0,724,2021-12-02,17,0
2020-12-01,24,2,750,2021-12-02,26,0
2020-12-02,13,0,763,2021-12-02,13,0
2020-12-03,7,1,771,2021-12-02,8,0
2020-12-04,11,0,782,2021-12-02,11,0
2020-12-05,9,0,791,2021-12-02,9,0
2020-12-06,5,0,796,2021-12-02,5,0
2020-12-07,13,0,809,2021-12-02,13,0
2020-12-08,15,1,825,2021-12-02,16,0
2020-12-09,11,0,836,2021-12-02,11,0
2020-12-10,9,0,845,2021-12-02,9,0
2020-12-11,18,1,864,2021-12-02,19,0
2020-12-12,2,0,866,2021-12-02,2,0
2020-12-13,4,0,870,2021-12-02,4,0
2020-12-14,12,1,883,2021-12-02,13,0
2020-12-15,12,0,895,2021-12-02,12,0
2020-12-16,7,0,902,2021-12-02,7,0
2020-12-17,6,0,908,2021-12-02,6,0
2020-12-18,14,1,923,2021-12-02,15,0
2020-12-19,2,0,925,2021-12-02,2,0
2020-12-20,3,0,928,2021-12-02,3,0
2020-12-21,25,0,953,2021-12-02,25,0
2020-12-22,15,0,968,2021-12-02,15,0
2020-12-23,4,0,972,2021-12-02,4,0
2020-12-24,6,0,978,2021-12-02,6,0
2020-12-25,1,0,979,2021-12-02,1,0
2020-12-26,7,0,986,2021-12-02,7,0
2020-12-27,3,0,989,2021-12-02,3,0
2020-12-28,18,2,1009,2021-12-02,20,0
2020-12-29,11,0,1020,2021-12-02,11,0
2020-12-30,10,0,1030,2021-12-02,10,0
2020-12-31,16,1,1047,2021-12-02,17,0
2021-01-01,7,0,1054,2021-12-02,7,0
2021-01-02,5,0,1059,2021-12-02,5,0
2021-01-03,6,0,1065,2021-12-02,6,0
2021-01-04,20,1,1086,2021-12-02,21,0
2021-01-05,9,1,1096,2021-12-02,10,0
2021-01-06,13,0,1109,2021-12-02,13,0
2021-01-07,6,1,1116,2021-12-02,7,0
2021-01-08,11,1,1128,2021-12-02,12,0
2021-01-09,3,0,1131,2021-12-02,3,0
2021-01-10,2,0,1133,2021-12-02,2,0
2021-01-11,20,0,1153,2021-12-02,20,0
2021-01-12,8,1,1162,2021-12-02,9,0
2021-01-13,7,1,1170,2021-12-02,8,0
2021-01-14,14,0,1184,2021-12-02,14,0
2021-01-15,14,0,1198,2021-12-02,14,0
2021-01-16,2,0,1200,2021-12-02,2,0
2021-01-17,5,0,1205,2021-12-02,5,0
2021-01-18,10,1,1216,2021-12-02,11,0
2021-01-19,7,0,1223,2021-12-02,7,0
2021-01-20,8,1,1232,2021-12-02,9,0
2021-01-21,13,0,1245,2021-12-02,13,0
2021-01-22,15,1,1261,2021-12-02,16,0
2021-01-23,7,0,1268,2021-12-02,7,0
2021-01-24,3,0,1271,2021-12-02,3,0
2021-01-25,18,0,1289,2021-12-02,18,0
2021-01-26,12,1,1302,2021-12-02,13,0
2021-01-27,7,1,1310,2021-12-02,8,0
2021-01-28,14,0,1324,2021-12-02,14,0
2021-01-29,9,0,1333,2021-12-02,9,0
2021-01-30,3,1,1337,2021-12-02,4,0
2021-01-31,8,0,1345,2021-12-02,8,0
2021-02-01,13,2,1360,2021-12-02,15,0
2021-02-02,14,0,1374,2021-12-02,14,0
2021-02-03,19,2,1395,2021-12-02,21,0
2021-02-04,15,0,1410,2021-12-02,15,0
2021-02-05,25,0,1435,2021-12-02,25,0
2021-02-06,6,0,1441,2021-12-02,6,0
2021-02-07,3,0,1444,2021-12-02,3,0
2021-02-08,25,0,1469,2021-12-02,25,0
2021-02-09,15,0,1484,2021-12-02,15,0
2021-02-10,7,0,1491,2021-12-02,7,0
2021-02-11,17,1,1509,2021-12-02,18,0
2021-02-12,14,0,1523,2021-12-02,14,0
2021-02-13,12,0,1535,2021-12-02,12,0
2021-02-14,5,2,1542,2021-12-02,7,0
2021-02-15,20,0,1562,2021-12-02,20,0
2021-02-16,21,2,1585,2021-12-02,23,0
2021-02-17,16,3,1604,2021-12-02,19,0
2021-02-18,23,1,1628,2021-12-02,24,0
2021-02-19,25,2,1655,2021-12-02,27,0
2021-02-20,9,0,1664,2021-12-02,9,0
2021-02-21,7,1,1672,2021-12-02,8,0
2021-02-22,30,1,1703,2021-12-02,31,0
2021-02-23,27,1,1731,2021-12-02,28,0
2021-02-24,19,0,1750,2021-12-02,19,0
2021-02-25,19,0,1769,2021-12-02,19,0
2021-02-26,28,1,1798,2021-12-02,29,0
2021-02-27,14,0,1812,2021-12-02,14,0
2021-02-28,10,0,1822,2021-12-02,10,0
2021-03-01,26,2,1850,2021-12-02,28,0
2021-03-02,12,2,1864,2021-12-02,14,0
2021-03-03,20,1,1885,2021-12-02,21,0
2021-03-04,23,0,1908,2021-12-02,23,0
2021-03-05,18,0,1926,2021-12-02,18,0
2021-03-06,14,0,1940,2021-12-02,14,0
2021-03-07,12,0,1952,2021-12-02,12,0
2021-03-08,36,0,1988,2021-12-02,36,0
2021-03-09,31,0,2019,2021-12-02,31,0
2021-03-10,16,3,2038,2021-12-02,19,0
2021-03-11,26,3,2067,2021-12-02,29,0
2021-03-12,35,2,2104,2021-12-02,37,0
2021-03-13,9,0,2113,2021-12-02,9,0
2021-03-14,11,0,2124,2021-12-02,11,0
2021-03-15,31,2,2157,2021-12-02,33,0
2021-03-16,25,1,2183,2021-12-02,26,0
2021-03-17,28,3,2214,2021-12-02,31,0
2021-03-18,30,1,2245,2021-12-02,31,0
2021-03-19,26,0,2271,2021-12-02,26,0
2021-03-20,6,1,2278,2021-12-02,7,0
2021-03-21,14,2,2294,2021-12-02,16,0
2021-03-22,31,3,2328,2021-12-02,34,0
2021-03-23,38,2,2368,2021-12-02,40,0
2021-03-24,24,1,2393,2021-12-02,25,0
2021-03-25,26,2,2421,2021-12-02,28,0
2021-03-26,35,1,2457,2021-12-02,36,0
2021-03-27,16,0,2473,2021-12-02,16,0
2021-03-28,13,1,2487,2021-12-02,14,0
2021-03-29,38,3,2528,2021-12-02,41,0
2021-03-30,45,4,2577,2021-12-02,49,0
2021-03-31,31,3,2611,2021-12-02,34,0
2021-04-01,20,5,2636,2021-12-02,25,0
2021-04-02,33,1,2670,2021-12-02,34,0
2021-04-03,17,1,2688,2021-12-02,18,0
2021-04-04,5,1,2694,2021-12-02,6,0
2021-04-05,34,0,2728,2021-12-02,34,0
2021-04-06,43,3,2774,2021-12-02,46,0
2021-04-07,36,4,2814,2021-12-02,40,0
2021-04-08,30,3,2847,2021-12-02,33,0
2021-04-09,41,5,2893,2021-12-02,46,0
2021-04-10,17,3,2913,2021-12-02,20,0
2021-04-11,14,0,2927,2021-12-02,14,0
2021-04-12,43,2,2972,2021-12-02,45,0
2021-04-13,41,2,3015,2021-12-02,43,0
2021-04-14,32,3,3050,2021-12-02,35,0
2021-04-15,28,3,3081,2021-12-02,31,0
2021-04-16,29,1,3111,2021-12-02,30,0
2021-04-17,13,0,3124,2021-12-02,13,0
2021-04-18,12,0,3136,2021-12-02,12,0
2021-04-19,42,2,3180,2021-12-02,44,0
2021-04-20,34,1,3215,2021-12-02,35,0
2021-04-21,32,4,3251,2021-12-02,36,0
2021-04-22,22,2,3275,2021-12-02,24,0
2021-04-23,27,2,3304,2021-12-02,29,0
2021-04-24,13,0,3317,2021-12-02,13,0
2021-04-25,17,1,3335,2021-12-02,18,0
2021-04-26,30,1,3366,2021-12-02,31,0
2021-04-27,35,0,3401,2021-12-02,35,0
2021-04-28,26,2,3429,2021-12-02,28,0
2021-04-29,27,1,3457,2021-12-02,28,0
2021-04-30,30,0,3487,2021-12-02,30,0
2021-05-01,10,5,3502,2021-12-02,15,0
2021-05-02,15,2,3519,2021-12-02,17,0
2021-05-03,32,2,3553,2021-12-02,34,0
2021-05-04,25,0,3578,2021-12-02,25,0
2021-05-05,20,2,3600,2021-12-02,22,0
2021-05-06,16,5,3621,2021-12-02,21,0
2021-05-07,24,1,3646,2021-12-02,25,0
2021-05-08,6,0,3652,2021-12-02,6,0
2021-05-09,9,0,3661,2021-12-02,9,0
2021-05-10,22,2,3685,2021-12-02,24,0
2021-05-11,20,1,3706,2021-12-02,21,0
2021-05-12,18,2,3726,2021-12-02,20,0
2021-05-13,26,1,3753,2021-12-02,27,0
2021-05-14,14,1,3768,2021-12-02,15,0
2021-05-15,5,0,3773,2021-12-02,5,0
2021-05-16,4,1,3778,2021-12-02,5,0
2021-05-17,19,1,3798,2021-12-02,20,0
2021-05-18,17,2,3817,2021-12-02,19,0
2021-05-19,8,0,3825,2021-12-02,8,0
2021-05-20,10,0,3835,2021-12-02,10,0
2021-05-21,13,0,3848,2021-12-02,13,0
2021-05-22,15,0,3863,2021-12-02,15,0
2021-05-23,5,0,3868,2021-12-02,5,0
2021-05-24,18,0,3886,2021-12-02,18,0
2021-05-25,15,0,3901,2021-12-02,15,0
2021-05-26,7,1,3909,2021-12-02,8,0
2021-05-27,7,0,3916,2021-12-02,7,0
2021-05-28,14,0,3930,2021-12-02,14,0
2021-05-29,5,0,3935,2021-12-02,5,0
2021-05-30,7,0,3942,2021-12-02,7,0
2021-05-31,6,0,3948,2021-12-02,6,0
2021-06-01,14,0,3962,2021-12-02,14,0
2021-06-02,11,1,3974,2021-12-02,12,0
2021-06-03,12,0,3986,2021-12-02,12,0
2021-06-04,20,0,4006,2021-12-02,20,0
2021-06-05,3,1,4010,2021-12-02,4,0
2021-06-06,6,0,4016,2021-12-02,6,0
2021-06-07,11,1,4028,2021-12-02,12,0
2021-06-08,11,1,4040,2021-12-02,12,0
2021-06-09,11,0,4051,2021-12-02,11,0
2021-06-10,9,0,4060,2021-12-02,9,0
2021-06-11,8,1,4069,2021-12-02,9,0
2021-06-12,5,0,4074,2021-12-02,5,0
2021-06-13,1,0,4075,2021-12-02,1,0
2021-06-14,12,0,4087,2021-12-02,12,0
2021-06-15,13,1,4101,2021-12-02,14,0
2021-06-16,15,0,4116,2021-12-02,15,0
2021-06-17,7,0,4123,2021-12-02,7,0
2021-06-18,9,0,4132,2021-12-02,9,0
2021-06-19,11,2,4145,2021-12-02,13,0
2021-06-20,9,0,4154,2021-12-02,9,0
2021-06-21,9,1,4164,2021-12-02,10,0
2021-06-22,10,0,4174,2021-12-02,10,0
2021-06-23,12,0,4186,2021-12-02,12,0
2021-06-24,8,2,4196,2021-12-02,10,0
2021-06-25,19,1,4216,2021-12-02,20,0
2021-06-26,5,0,4221,2021-12-02,5,0
2021-06-27,7,0,4228,2021-12-02,7,0
2021-06-28,8,3,4239,2021-12-02,11,0
2021-06-29,10,0,4249,2021-12-02,10,0
2021-06-30,12,0,4261,2021-12-02,12,0
2021-07-01,11,0,4272,2021-12-02,11,0
2021-07-02,7,0,4279,2021-12-02,7,0
2021-07-03,5,0,4284,2021-12-02,5,0
2021-07-04,6,1,4291,2021-12-02,7,0
2021-07-05,12,1,4304,2021-12-02,13,0
2021-07-06,12,1,4317,2021-12-02,13,0
2021-07-07,5,2,4324,2021-12-02,7,0
2021-07-08,11,0,4335,2021-12-02,11,0
2021-07-09,13,0,4348,2021-12-02,13,0
2021-07-10,10,1,4359,2021-12-02,11,0
2021-07-11,9,0,4368,2021-12-02,9,0
2021-07-12,12,0,4380,2021-12-02,12,0
2021-07-13,12,3,4395,2021-12-02,15,0
2021-07-14,14,3,4412,2021-12-02,17,0
2021-07-15,11,0,4423,2021-12-02,11,0
2021-07-16,18,1,4442,2021-12-02,19,0
2021-07-17,7,0,4449,2021-12-02,7,0
2021-07-18,5,1,4455,2021-12-02,6,0
2021-07-19,9,0,4464,2021-12-02,9,0
2021-07-20,11,2,4477,2021-12-02,13,0
2021-07-21,17,2,4496,2021-12-02,19,0
2021-07-22,11,2,4509,2021-12-02,13,0
2021-07-23,21,0,4530,2021-12-02,21,0
2021-07-24,9,0,4539,2021-12-02,9,0
2021-07-25,7,1,4547,2021-12-02,8,0
2021-07-26,28,0,4575,2021-12-02,28,0
2021-07-27,23,1,4599,2021-12-02,24,0
2021-07-28,24,3,4626,2021-12-02,27,0
2021-07-29,21,2,4649,2021-12-02,23,0
2021-07-30,32,1,4682,2021-12-02,33,0
2021-07-31,9,0,4691,2021-12-02,9,0
2021-08-01,14,4,4709,2021-12-02,18,0
2021-08-02,25,5,4739,2021-12-02,30,0
2021-08-03,20,2,4761,2021-12-02,22,0
2021-08-04,30,4,4795,2021-12-02,34,0
2021-08-05,31,3,4829,2021-12-02,34,0
2021-08-06,26,2,4857,2021-12-02,28,0
2021-08-07,9,1,4867,2021-12-02,10,0
2021-08-08,14,2,4883,2021-12-02,16,0
2021-08-09,35,2,4920,2021-12-02,37,0
2021-08-10,29,7,4956,2021-12-02,36,0
2021-08-11,30,4,4990,2021-12-02,34,0
2021-08-12,28,2,5020,2021-12-02,30,0
2021-08-13,34,1,5055,2021-12-02,35,0
2021-08-14,12,1,5068,2021-12-02,13,0
2021-08-15,12,1,5081,2021-12-02,13,0
2021-08-16,42,6,5129,2021-12-02,48,0
2021-08-17,27,6,5162,2021-12-02,33,0
2021-08-18,37,2,5201,2021-12-02,39,0
2021-08-19,40,4,5245,2021-12-02,44,0
2021-08-20,31,4,5280,2021-12-02,35,0
2021-08-21,13,1,5294,2021-12-02,14,0
2021-08-22,20,2,5316,2021-12-02,22,0
2021-08-23,45,5,5366,2021-12-02,50,0
2021-08-24,30,3,5399,2021-12-02,33,0
2021-08-25,33,6,5438,2021-12-02,39,0
2021-08-26,35,3,5476,2021-12-02,38,0
2021-08-27,31,3,5510,2021-12-02,34,0
2021-08-28,19,1,5530,2021-12-02,20,0
2021-08-29,20,4,5554,2021-12-02,24,0
2021-08-30,46,4,5604,2021-12-02,50,0
2021-08-31,45,9,5658,2021-12-02,54,0
2021-09-01,41,6,5705,2021-12-02,47,0
2021-09-02,45,9,5759,2021-12-02,54,0
2021-09-03,40,5,5804,2021-12-02,45,0
2021-09-04,22,3,5829,2021-12-02,25,0
2021-09-05,18,2,5849,2021-12-02,20,0
2021-09-06,17,3,5869,2021-12-02,20,0
2021-09-07,74,10,5953,2021-12-02,84,0
2021-09-08,39,11,6003,2021-12-02,50,0
2021-09-09,48,3,6054,2021-12-02,51,0
2021-09-10,40,4,6098,2021-12-02,44,0
2021-09-11,24,1,6123,2021-12-02,25,0
2021-09-12,11,0,6134,2021-12-02,11,0
2021-09-13,52,13,6199,2021-12-02,65,0
2021-09-14,46,7,6252,2021-12-02,53,0
2021-09-15,53,6,6311,2021-12-02,59,0
2021-09-16,45,8,6364,2021-12-02,53,0
2021-09-17,37,9,6410,2021-12-02,46,0
2021-09-18,23,0,6433,2021-12-02,23,0
2021-09-19,17,4,6454,2021-12-02,21,0
2021-09-20,62,11,6527,2021-12-02,73,0
2021-09-21,53,3,6583,2021-12-02,56,0
2021-09-22,45,6,6634,2021-12-02,51,0
2021-09-23,49,10,6693,2021-12-02,59,0
2021-09-24,41,5,6739,2021-12-02,46,0
2021-09-25,20,4,6763,2021-12-02,24,0
2021-09-26,25,2,6790,2021-12-02,27,0
2021-09-27,68,13,6871,2021-12-02,81,0
2021-09-28,49,7,6927,2021-12-02,56,0
2021-09-29,61,12,7000,2021-12-02,73,0
2021-09-30,47,8,7055,2021-12-02,55,0
2021-10-01,30,7,7092,2021-12-02,37,0
2021-10-02,21,1,7114,2021-12-02,22,0
2021-10-03,22,10,7146,2021-12-02,32,0
2021-10-04,68,7,7221,2021-12-02,75,0
2021-10-05,48,5,7274,2021-12-02,53,0
2021-10-06,59,10,7343,2021-12-02,69,0
2021-10-07,45,7,7395,2021-12-02,52,0
2021-10-08,48,11,7454,2021-12-02,59,0
2021-10-09,24,2,7480,2021-12-02,26,0
2021-10-10,19,0,7499,2021-12-02,19,0
2021-10-11,43,12,7554,2021-12-02,55,0
2021-10-12,55,9,7618,2021-12-02,64,0
2021-10-13,49,8,7675,2021-12-02,57,0
2021-10-14,40,9,7724,2021-12-02,49,0
2021-10-15,34,6,7764,2021-12-02,40,0
2021-10-16,19,6,7789,2021-12-02,25,0
2021-10-17,12,4,7805,2021-12-02,16,0
2021-10-18,52,10,7867,2021-12-02,62,0
2021-10-19,44,4,7915,2021-12-02,48,0
2021-10-20,29,5,7949,2021-12-02,34,0
2021-10-21,42,9,8000,2021-12-02,51,0
2021-10-22,39,9,8048,2021-12-02,48,0
2021-10-23,16,2,8066,2021-12-02,18,0
2021-10-24,20,8,8094,2021-12-02,28,0
2021-10-25,38,10,8142,2021-12-02,48,0
2021-10-26,33,10,8185,2021-12-02,43,0
2021-10-27,48,11,8244,2021-12-02,59,0
2021-10-28,43,4,8291,2021-12-02,47,0
2021-10-29,34,17,8342,2021-12-02,51,0
2021-10-30,20,2,8364,2021-12-02,22,0
2021-10-31,17,3,8384,2021-12-02,20,0
2021-11-01,58,15,8457,2021-12-02,73,0
2021-11-02,54,15,8526,2021-12-02,69,0
2021-11-03,72,13,8611,2021-12-02,85,0
2021-11-04,61,7,8679,2021-12-02,68,0
2021-11-05,69,25,8773,2021-12-02,94,0
2021-11-06,30,11,8814,2021-12-02,41,0
2021-11-07,24,8,8846,2021-12-02,32,0
2021-11-08,107,22,8975,2021-12-02,129,0
2021-11-09,93,10,9078,2021-12-02,103,0
2021-11-10,67,19,9164,2021-12-02,86,0
2021-11-11,68,12,9244,2021-12-02,80,0
2021-11-12,72,16,9332,2021-12-02,88,0
2021-11-13,25,6,9363,2021-12-02,31,0
2021-11-14,28,11,9402,2021-12-02,39,0
2021-11-15,84,19,9505,2021-12-02,103,3
2021-11-16,92,16,9613,2021-12-02,108,0
