date,geoid,county,region,pop,cases,deaths
2020-06-15,27001,Aitkin,Northeast,15902,13,0
2020-06-15,27003,Anoka,Metro suburbs,353813,1760,90
2020-06-15,27005,Becker,West Central,34371,50,0
2020-06-15,27007,Beltrami,Northwest,46847,23,0
2020-06-15,27009,Benton,East Central,40545,193,3
2020-06-15,27011,Big Stone,Southwest,4989,13,0
2020-06-15,27013,Blue Earth,Southeast,67427,163,2
2020-06-15,27015,Brown,Southeast,25111,19,2
2020-06-15,27017,Carlton,Northeast,35837,80,0
2020-06-15,27019,Carver,Metro suburbs,103551,271,2
2020-06-15,27021,Cass,East Central,29519,11,2
2020-06-15,27023,Chippewa,Southwest,11924,56,1
2020-06-15,27025,Chisago,East Central,55922,80,1
2020-06-15,27027,Clay,West Central,63955,506,36
2020-06-15,27029,Clearwater,Northwest,8810,5,0
2020-06-15,27031,Cook,Northeast,5393,1,0
2020-06-15,27033,Cottonwood,Southwest,11277,110,0
2020-06-15,27035,Crow Wing,East Central,64889,90,9
2020-06-15,27037,Dakota,Metro suburbs,425423,1730,74
2020-06-15,27039,Dodge,Southeast,20822,59,0
2020-06-15,27041,Douglas,West Central,37964,48,0
2020-06-15,27043,Faribault,Southeast,13758,27,0
2020-06-15,27045,Fillmore,Southeast,21058,20,1
2020-06-15,27047,Freeborn,Southeast,30444,220,0
2020-06-15,27049,Goodhue,Southeast,46403,94,7
2020-06-15,27051,Grant,West Central,6021,6,0
2020-06-15,27053,Hennepin,Hennepin/Ramsey,1259428,10281,720
2020-06-15,27055,Houston,Southeast,18578,5,0
2020-06-15,27057,Hubbard,Northwest,21332,5,0
2020-06-15,27059,Isanti,East Central,39966,50,0
2020-06-15,27061,Itasca,Northeast,45108,59,12
2020-06-15,27063,Jackson,Southwest,9911,48,0
2020-06-15,27065,Kanabec,East Central,16207,13,1
2020-06-15,27067,Kandiyohi,Southwest,42855,546,1
2020-06-15,27069,Kittson,Northwest,4248,1,0
2020-06-15,27071,Koochiching,Northeast,12440,9,0
2020-06-15,27073,Lac qui Parle,Southwest,6658,3,0
2020-06-15,27075,Lake,Northeast,10658,1,0
2020-06-15,27077,Lake of the Woods,Northwest,3758,0,0
2020-06-15,27079,Le Sueur,Southeast,28494,52,1
2020-06-15,27081,Lincoln,Southwest,5673,6,0
2020-06-15,27083,Lyon,Southwest,25629,214,2
2020-06-15,27087,Mahnomen,Northwest,5519,6,1
2020-06-15,27089,Marshall,Northwest,9390,12,0
2020-06-15,27091,Martin,Southeast,19785,143,5
2020-06-15,27085,McLeod,Southwest,35873,54,0
2020-06-15,27093,Meeker,Southwest,23141,50,1
2020-06-15,27095,Mille Lacs,East Central,26139,28,1
2020-06-15,27097,Morrison,East Central,33169,54,1
2020-06-15,27099,Mower,Southeast,40011,651,2
2020-06-15,27101,Murray,Southwest,8276,43,0
2020-06-15,27103,Nicollet,Southeast,34220,95,11
2020-06-15,27105,Nobles,Southwest,21924,1620,6
2020-06-15,27107,Norman,Northwest,6475,17,0
2020-06-15,27109,Olmsted,Southeast,156277,778,12
2020-06-15,27111,Otter Tail,West Central,58812,83,1
2020-06-15,27113,Pennington,Northwest,14178,51,0
2020-06-15,27115,Pine,East Central,29483,96,0
2020-06-15,27117,Pipestone,Southwest,9047,14,0
2020-06-15,27119,Polk,Northwest,31529,67,2
2020-06-15,27121,Pope,West Central,11097,10,0
2020-06-15,27123,Ramsey,Hennepin/Ramsey,550210,3992,190
2020-06-15,27125,Red Lake,Northwest,3999,4,0
2020-06-15,27127,Redwood,Southwest,15249,10,0
2020-06-15,27129,Renville,Southwest,14612,12,0
2020-06-15,27131,Rice,Southeast,66523,694,3
2020-06-15,27133,Rock,Southwest,9414,25,0
2020-06-15,27135,Roseau,Northwest,15150,6,0
2020-06-15,27139,Scott,Metro suburbs,147381,536,4
2020-06-15,27141,Sherburne,East Central,96036,267,2
2020-06-15,27143,Sibley,Southeast,15028,25,2
2020-06-15,27137,St. Louis,Northeast,199754,123,14
2020-06-15,27145,Stearns,East Central,159256,2108,19
2020-06-15,27147,Steele,Southeast,36803,175,0
2020-06-15,27149,Stevens,West Central,9753,1,0
2020-06-15,27151,Swift,Southwest,9345,20,1
2020-06-15,27153,Todd,East Central,24582,373,2
2020-06-15,27155,Traverse,West Central,3308,5,0
2020-06-15,27157,Wabasha,Southeast,21645,21,0
2020-06-15,27159,Wadena,East Central,13773,10,0
2020-06-15,27161,Waseca,Southeast,18691,33,0
2020-06-15,27163,Washington,Metro suburbs,259201,799,37
2020-06-15,27165,Watonwan,Southeast,10980,98,0
2020-06-15,27167,Wilkin,West Central,6254,15,3
2020-06-15,27169,Winona,Southeast,50825,84,15
2020-06-15,27171,Wright,East Central,136349,378,2
2020-06-15,27173,Yellow Medicine,Southwest,9795,10,0
